Station Code,Water Quality,Locations,State Name,TEMPERATURE (degree Centigrade)-Minimum,TEMPERATURE (degree Centigrade)-Maximum,TEMPERATURE (degree Centigrade)-Mean,Dissolved Oxygen(D.O.) (mg/l)-Minimum,Dissolved Oxygen(D.O.) (mg/l)-Maximum,Dissolved Oxygen(D.O.) (mg/l)-Mean,pH-Minimum,pH-Maximum,pH-Mean,CONDUCTIVITY (µmhos/cm)-Minimum,CONDUCTIVITY (µmhos/cm)-Maximum,CONDUCTIVITY (µmhos/cm)-Mean,Biochemical oxygen demand (B.O.D.) (mg/l)-Minimum,Biochemical oxygen demand (B.O.D.) (mg/l)-Maximum,Biochemical oxygen demand (B.O.D.) (mg/l)-Mean,NITRATE- N+ NITRITE-N (mg/l)-Minimum,NITRATE- N+ NITRITE-N (mg/l)-Maximum,NITRATE- N+ NITRITE-N (mg/l)-Mean,FECAL COLIFORM (MPN/100ml)-Minimum,FECAL COLIFORM (MPN/100ml)-Maximum,FECAL COLIFORM (MPN/100ml)-Mean,TOTAL COLIFORM (MPN/100ml)-Minimum,TOTAL COLIFORM (MPN/100ml)-Maximum,TOTAL COLIFORM (MPN/100ml)-Mean
1725,"""GROUND WATER QUALITY""","""PUBLIC HAND PUMP BEFORESANGANER PULIA""","""RAJASTHAN""",28,31,29.5,NA,NA,NA,7.37,7.5,7.4,660,1800,1230,0.33,0.75,0.54,0.02,0.38,0.2,3,4,4,3,9,6
2015,"""GROUND WATER QUALITY""","""PABUPURA ROAD NEAR CIVIL AIRPORT, JODHPUR (MANGILAL RATHOR)""","""RAJASTHAN""",22,25,23.5,NA,NA,NA,7.65,7.7,7.7,2900,3000,2950,2.75,4.53,3.64,0.21,0.4,0.31,3,4,4,7,14,11
2016,"""GROUND WATER QUALITY""","""VILLAGE VINAYAKIA, JODHPUR(HIRALAL KUMHAR)""","""RAJASTHAN""",23,24,23.5,NA,NA,NA,7.42,7.5,7.5,2000,2200,2100,1.4,14.976,8.19,0.08,19.6,9.84,3,7,5,4,14,9
2017,"""GROUND WATER QUALITY""","""VILLAGE VINAYAKIA, JODHPUR (BADRIKUMHAR)""","""RAJASTHAN""",23,23,23,NA,NA,NA,7.4,7.6,7.5,2400,2600,2500,0.95,1.75,1.35,0.42,0.74,0.58,4,7,6,9,1100,555
2018,"""GROUND WATER QUALITY""","""VILLAGE VINAYAKIA, JODHPUR(HUKUM SINGH RATHORE)""","""RAJASTHAN""",23,25,24,NA,NA,NA,7.5,7.99,7.7,4300,4700,4500,1.25,1.3,1.28,1.2,1.6,1.4,4,4,4,9,210,110
2019,"""GROUND WATER QUALITY""","""NEAR UIT BRIDGE, UDAIPUR""","""RAJASTHAN""",22,24,23,NA,NA,NA,7.2,7.88,7.5,1710,2000,1855,0.24,7.2,3.72,0.16,1.82,0.99,3,4,4,4,28,16
2020,"""GROUND WATER QUALITY""","""NEW FATEHPURA, 200 FT.FROMPANCHWATI NALLAH, UDAIPUR""","""RAJASTHAN""",22,24,23,NA,NA,NA,7.1,8.41,7.8,2200,2400,2300,0.09,10.6,5.35,0.92,1.66,1.29,3,3,3,7,7,7
2021,"""GROUND WATER QUALITY""","""NEAR ARVIND GENERAL STORE, ALOO FACTORY, KACCHI BASTI, SARDARPURA, UDAIPUR""","""RAJASTHAN""",20,24,22,NA,NA,NA,7.37,7.84,7.6,1610,3100,2355,0.7,12.2,6.45,1.14,6.24,3.69,3,4,4,4,20,12
2022,"""GROUND WATER QUALITY""","""NEAR RANA PRATAP NAGAR, RAILWAYSTATION, UDAIPUR""","""RAJASTHAN""",22,24,23,NA,NA,NA,7.21,7.64,7.4,2300,2400,2350,1.52,2.1,1.81,0.58,11.2,5.89,3,7,5,7,460,234
2023,"""GROUND WATER QUALITY""","""HOTEL ORIENT PLACE, SUBHAS NAGAR, UDAIPUR""","""RAJASTHAN""",21,23,22,NA,NA,NA,7.38,7.57,7.5,1900,2200,2050,0.33,0.8,0.57,0.72,6,3.36,3,3,3,7,7,7
2024,"""GROUND WATER QUALITY""","""IN SIDE SHIV TEMPLE NEAR AIRFORCE STATION AMER ROAD, JAIPUR""","""RAJASTHAN""",28,30,29,NA,NA,NA,7.18,7.41,7.3,1200,1400,1300,0.65,1.01,0.83,0.32,5.48,2.9,3,4,4,7,9,8
2025,"""GROUND WATER QUALITY""","""NEAR SHREE KALYANESHWAR MAHADEV TEMPLE, JAI SINGH PURA KHURD, JAIPUR""","""RAJASTHAN""",28,29,28.5,NA,NA,NA,7.05,7.58,7.3,2400,2500,2450,0.24,0.55,0.4,0.08,0.38,0.23,3,4,4,4,7,6
2026,"""GROUND WATER QUALITY""","""NEAR FOJI NAGAR, KACCHI BASTI,AMBABARI, JAIPUR""","""RAJASTHAN""",28,29,28.5,NA,NA,NA,7.33,7.78,7.6,790,1020,905,0.85,1.21,1.03,0.22,5.48,2.85,3,3,3,7,9,8
2027,"""GROUND WATER QUALITY""","""NEAR ABN CENTRAL ACADEMY, SUSILPURA, SODALA, JAIPUR""","""RAJASTHAN""",27,29,28,NA,NA,NA,7.37,8.13,7.8,870,970,920,0.26,0.85,0.56,0.02,1.14,0.58,3,3,3,3,4,4
2028,"""GROUND WATER QUALITY""","""NEAR SAMSHAN VISHWAKARMANAGAR, MAHARANIFARM, JAIPUR""","""RAJASTHAN""",27,29,28,NA,NA,NA,7.57,7.9,7.7,1190,1220,1205,0.31,0.4,0.36,0.14,0.42,0.28,3,3,3,3,4,4
2029,"""GROUND WATER QUALITY""","""NEAR GANDHI BHWAN, AJMER""","""RAJASTHAN""",22,22,22,NA,NA,NA,7.54,8.11,7.8,660,710,685,0.3,0.8,0.55,0.08,0.22,0.15,3,4,4,7,9,8
2030,"""GROUND WATER QUALITY""","""OPPOSITE PRIVATE BUS STAND, AJMER""","""RAJASTHAN""",22,24,23,NA,NA,NA,7.19,7.37,7.3,3600,4300,3950,2.8,6.72,4.76,0.48,2,1.24,4,4,4,14,14,14
2031,"""GROUND WATER QUALITY""","""NEAR 9 NO. PETROL PUMP, NEARADARSH NAGAR GATE, AJMER""","""RAJASTHAN""",23,23,23,NA,NA,NA,7.5,7.55,7.5,1180,1270,1225,0.35,2.56,1.46,0.14,2.1,1.12,4,4,4,14,39,27
2032,"""GROUND WATER QUALITY""","""NEAR KHANPURA TALAB, AJMER""","""RAJASTHAN""",23,23,23,NA,NA,NA,7.28,8,7.6,4900,5300,5100,5,5.52,5.26,0.14,1.76,0.95,3,4,4,14,14,14
2033,"""GROUND WATER QUALITY""","""OUTSIDE JLN HOSPITAL, AJMER""","""RAJASTHAN""",22,24,23,NA,NA,NA,7.5,7.7,7.6,1200,1220,1210,0.45,0.8,0.63,0.3,2.46,1.38,4,7,6,9,150,80
2957,"""GROUND WATER QUALITY""","""WELL/ HAND PUMPS IN THE RIICOINDUSTRIAL AREA, BANSWARA""","""RAJASTHAN""",24,30,27,NA,NA,NA,8.12,8.32,8.2,790,1010,900,0.95,2.38,1.67,0.64,1.2,0.92,3,3,3,7,7,7
2958,"""GROUND WATER QUALITY""","""WELL OF SH. BHURA RAM, KHETRINGAR, JHUNJHUNU""","""RAJASTHAN""",26,34,30,NA,NA,NA,7.3,7.3,7.3,4200,4200,4200,0.65,1.5,1.08,0.32,3,1.66,4,14,9,20,150,85
2959,"""GROUND WATER QUALITY""","""WELL OF SH. BRIJA RAM, KHETRINAGAR, JHUNJHUNU""","""RAJASTHAN""",27.3,34,30.7,NA,NA,NA,7.36,7.41,7.4,4300,4400,4350,0.9,1.05,0.98,0.16,1.82,0.99,7,7,7,28,28,28
2960,"""GROUND WATER QUALITY""","""WELL INFRONT OF SINGHANA POLICESTATION, SINGHANA, JHUNJHUNU""","""RAJASTHAN""",26.8,34,30.4,NA,NA,NA,7.37,7.45,7.4,3600,4100,3850,0.8,1.45,1.13,0.14,0.42,0.28,4,4,4,14,14,14
2961,"""GROUND WATER QUALITY""","""WELL OF SH MNAGAL CHAND MEENA, MANPUR MACHERI, JAIPUR""","""RAJASTHAN""",28,33,30.5,NA,NA,NA,8.24,8.56,8.4,770,1800,1285,0.95,4.01,2.48,0.22,5.24,2.73,3,4,4,3,14,9
2962,"""GROUND WATER QUALITY""","""WELL OF SH MOOL CHAND RAIGER,MANPUR MACHERI, JAIPUR""","""RAJASTHAN""",28,34,31,NA,NA,NA,8.11,8.15,8.1,730,740,735,1,1.4,1.2,0.02,2,1.01,3,3,3,7,7,7
2963,"""GROUND WATER QUALITY""","""WELL OF RIICO AT LEATHER COMPLEX, MANPUR MACHERI, JAIPUR""","""RAJASTHAN""",29,32,30.5,NA,NA,NA,7.9,8.24,8.1,530,640,585,0.8,3.01,1.91,0.02,2.74,1.38,3,4,4,3,9,6
2964,"""GROUND WATER QUALITY""","""WELL AT INDIA PUBLIC SCHOOL,MANPUR MACHERI, JAIPUR""","""RAJASTHAN""",28,32,30,NA,NA,NA,7.85,8.1,8,500,950,725,0.5,0.8,0.65,0.14,1.14,0.64,3,4,4,4,7,6
2965,"""GROUND WATER QUALITY""","""SHRI GIRDHARI SINGH CHOUDHARY NEAR BANDI RIVER BRIDGE, PALI BYE PASS ROAD, PALI""","""RAJASTHAN""",22,26,24,NA,NA,NA,7.67,8.26,8,10500,12800,11650,0.5,1.71,1.11,0.16,1.66,0.91,4,7,6,9,2400,1205
2966,"""GROUND WATER QUALITY""","""SHRI GIRDHARI SINGH RAJPUROHITNEAR VILLAGE PUNAYATA, JODHPUR- SUMERPUR BYE PASS ROAD, PALI""","""RAJASTHAN""",26,27,26.5,NA,NA,NA,8.1,8.47,8.3,640,5000,2820,1,2.95,1.98,0.32,1.2,0.76,4,4,4,7,14,11
2967,"""GROUND WATER QUALITY""","""SH. POL SINGH PUROHIT, VILLAGEPUNAYATA, PALI""","""RAJASTHAN""",24,28,26,NA,NA,NA,7.99,8.24,8.1,5800,11900,8850,0.76,5.4,3.08,0.16,0.74,0.45,4,11,8,14,28,21
2968,"""GROUND WATER QUALITY""","""SH. BHANA RAM KALAL, DHARUNAGAR, NEAR MAIN MANDIA ROAD, OPP. VILLAGE MANDIA, PALI""","""RAJASTHAN""",26,28,27,NA,NA,NA,8.07,8.47,8.3,6400,9400,7900,0.76,5.2,2.98,0.32,0.84,0.58,4,7,6,9,210,110
2969,"""GROUND WATER QUALITY""","""M/S SPECIALTY SILICA LTD., MIAALWAR AGRO FOOD PARK, ALWAR""","""RAJASTHAN""",32,32,32,NA,NA,NA,7.24,7.24,7.2,880,880,880,1.4,1.4,1.4,0.72,0.84,0.78,4,4,4,14,14,14
2970,"""GROUND WATER QUALITY""","""RIICO TUBE WELL, RIA, BEHROR""","""RAJASTHAN""",30,32,30.7,NA,NA,NA,7.18,8.2,7.6,950,2100,1627,1.25,3.4,2.33,0.22,0.22,0.22,3,4,3,3,7,4
2971,"""GROUND WATER QUALITY""","""RIICO TUBE WELL, RIA, NEEMRANA""","""RAJASTHAN""",31,32,31.5,NA,NA,NA,7.27,7.42,7.3,1760,1780,1770,0.15,0.25,0.2,0.14,0.38,0.26,3,3,3,3,7,5
2972,"""GROUND WATER QUALITY""","""RIICO TUBE WELL, RIA, SOTANALA""","""RAJASTHAN""",30,30,30,NA,NA,NA,7.44,8.66,8.1,2400,2400,2400,0.25,0.45,0.35,0.22,0.38,0.3,3,3,3,3,4,4
2973,"""GROUND WATER QUALITY""","""RIICO TUBE WELL, RIA,SHAHJAHANPUR""","""RAJASTHAN""",29,31,30,NA,NA,NA,7.17,7.38,7.3,1560,5000,3280,0.59,1.7,1.15,0.16,0.32,0.24,3,3,3,4,9,7
2974,"""GROUND WATER QUALITY""","""VILLAGE AGYARA, TEHSIL- RAMGARH, ALWAR""","""RAJASTHAN""",29,29,29,NA,NA,NA,7.41,7.82,7.6,410,1310,860,0.2,0.6,0.4,0.16,0.48,0.32,3,4,4,3,7,5
2975,"""GROUND WATER QUALITY""","""VILLAGE BAGER MEO, TEHSIL-RAMGARH, ALWAR""","""RAJASTHAN""",28,29,28.5,NA,NA,NA,7.23,7.35,7.3,1560,3500,2530,0.6,1.8,1.2,0.14,0.16,0.15,3,4,4,3,7,5
2976,"""GROUND WATER QUALITY""","""SUJAN GANGA, BHARATPUR""","""RAJASTHAN""",26,26,26,NA,NA,NA,7.74,7.74,7.7,5400,5400,5400,20,20,20,0.3,0.62,0.46,4,4,4,14,14,14
2977,"""GROUND WATER QUALITY""","""WELL OF RAM CHANDRA DEWRA,VILLAGE- SANGARIA, JODHPUR""","""RAJASTHAN""",23.2,25,24.1,NA,NA,NA,7.53,7.8,7.7,18000,18600,18300,0.7,0.95,0.83,0.38,0.38,0.38,4,4,4,7,14,11
2982,"""GROUND WATER QUALITY""","""WELL OF BIRMA RAM PATEL, SALAWAS, JODHPUR""","""RAJASTHAN""",20,23.2,21.6,NA,NA,NA,7.5,7.96,7.7,5500,8900,7200,3.15,4.05,3.6,0.08,0.62,0.35,3,4,4,9,14,12
2985,"""GROUND WATER QUALITY""","""WELL OF GIRDHARI RAM MEGHWAL,VILLAGE- NANDWAN, JODHPUR""","""RAJASTHAN""",20.4,23.4,21.9,NA,NA,NA,7.15,7.4,7.3,14200,14200,14200,1.1,1.25,1.18,0.14,0.3,0.22,3,4,4,7,14,11
2986,"""GROUND WATER QUALITY""","""TUBE WELL OF GIRDHARI LAL,BHITUJA""","""RAJASTHAN""",24,33,28.5,NA,NA,NA,7.63,7.7,7.7,8100,12100,10100,0.1,1.2,0.65,0.02,0.42,0.22,3,4,4,9,20,15
2987,"""GROUND WATER QUALITY""","""CWR OF PHED, BHITUJA""","""RAJASTHAN""",24,33,28.5,NA,NA,NA,7.25,7.54,7.4,7600,8700,8150,0.06,1.2,0.63,0.22,0.3,0.26,4,4,4,7,150,79
2988,"""GROUND WATER QUALITY""","""WELL OF PEMA RAM MALI, BHITUJA""","""RAJASTHAN""",24,31,27.5,NA,NA,NA,6.4,7.05,6.7,8400,10800,9600,0.79,1.8,1.3,0.14,0.3,0.22,4,7,6,14,210,112
2989,"""GROUND WATER QUALITY""","""WELL OF BABULAL UKKAD JI MALI,SAKARNA BERA, BALOTRA, , JODHPUR""","""RAJASTHAN""",24,33,28.5,NA,NA,NA,7.4,7.88,7.6,9400,17000,13200,1.24,2.15,1.7,0.08,0.08,0.08,3,3,3,4,7,6
2990,"""GROUND WATER QUALITY""","""WELL OF BHIKSINGH S/O AMAR SINGHPUROHIT, SAKARNA BERA, BALOTRA, JODHPUR""","""RAJASTHAN""",24,33,28.5,NA,NA,NA,7.12,7.75,7.4,8400,10500,9450,0.87,5.29,3.08,0.16,0.16,0.16,4,4,4,14,28,21
2991,"""GROUND WATER QUALITY""","""WELL OF BHAG JI LAXMAN RAM MALI,SAKARNA BERA, BALOTRA, JODHPUR""","""RAJASTHAN""",24,32,28,NA,NA,NA,7.53,7.78,7.7,9700,13600,11650,0.07,0.81,0.44,0.16,0.22,0.19,4,7,6,14,20,17
2993,"""GROUND WATER QUALITY""","""WELL OF CHOUTHA RAM PUSA PAM, LEFT SIDE OF BRIDGE LUNI, BALOTRA""","""RAJASTHAN""",24,30,27,NA,NA,NA,7.31,7.57,7.4,19000,24000,21500,1.27,1.35,1.31,0.08,0.08,0.08,4,4,4,9,20,15
2997,"""GROUND WATER QUALITY""","""TUBE WELL OF M/S P. PARIHARIDUSTRIES, JASOL""","""RAJASTHAN""",25,31,28,NA,NA,NA,7.22,7.5,7.4,2000,2600,2300,1.35,3.4,2.38,0.02,0.14,0.08,3,4,4,9,11,10
3000,"""GROUND WATER QUALITY""","""BORE WELL SH. UMESH KUMAR S/OSH. HORIDWARI RAM 3A-16 UIT, BHUTIJA""","""RAJASTHAN""",29,29,29,NA,NA,NA,8.22,8.22,8.2,3200,3200,3200,0.38,0.38,0.38,0.08,0.22,0.15,3,3,3,4,4,4
3001,"""GROUND WATER QUALITY""","""BORE WELL SH. BHRAM JEETSERVICE STATION, BHIWADI""","""RAJASTHAN""",28,29,28.5,NA,NA,NA,7.28,8.16,7.7,1800,1820,1810,0.45,1.46,0.96,0.14,0.14,0.14,3,4,4,3,14,9
3002,"""GROUND WATER QUALITY""","""BORE WELL M/S R.C. PALACE HOTEL, BHIWADI""","""RAJASTHAN""",28,29,28.5,NA,NA,NA,7.84,8.49,8.2,910,950,930,0.92,1.05,0.99,0.38,9,4.69,3,3,3,3,4,4
3003,"""GROUND WATER QUALITY""","""BORE WELL OFFICE OF RAJ. HOUSINGBOARD, BHIWADI""","""RAJASTHAN""",28,31,29.5,NA,NA,NA,7.21,8.4,7.8,3300,3500,3400,0.15,0.81,0.48,0.58,2.28,1.43,3,4,4,4,7,6
3004,"""GROUND WATER QUALITY""","""BORE WELL OF M/S MODERN PUBLIC SCHOOL, BHIWADI""","""RAJASTHAN""",30,30,30,NA,NA,NA,8.26,8.68,8.5,1000,1030,1015,0.81,1.2,1.01,0.3,1.76,1.03,3,3,3,4,7,6
3006,"""GROUND WATER QUALITY""","""HAND PUMP NEAR NEVTA TIRAHA,NEVTA DAM, SANGANER, JAIPUR""","""RAJASTHAN""",27,28,27.5,NA,NA,NA,8.41,8.42,8.4,1500,1510,1505,0.22,0.6,0.41,0.32,0.74,0.53,3,3,3,3,4,4
2477,"""GROUND WATER QUALITY""","""NEAR ARYA KANYA INTER COLLEGE. JALAUN""","""UTTAR PRADESH""",16.1,25,20.8,NA,NA,NA,7.42,8.64,7.8,1106,1570,1300,0.5,0.9,0.7,0.36,0.42,0.39,NA,NA,NA,NA,NA,NA
1736,"""GROUND WATER QUALITY""","""GW QUALITY STATION SARDARNAGAR""","""UTTAR PRADESH""",25,26,25.5,NA,NA,NA,6.89,6.91,6.9,984,1164,1074,5,5.6,5.3,NA,NA,NA,40,60,50,100,180,140
1737,"""GROUND WATER QUALITY""","""GW QUALITY STATION CAPTANGANJ""","""UTTAR PRADESH""",24,25,24.5,NA,NA,NA,6.92,6.92,6.9,876,908,892,3.8,3.9,3.85,3.34,4.36,3.85,20,30,25,60,60,60
1738,"""GROUND WATER QUALITY""","""SITE 1, INDUSTRIAL AREA NEAR M/SWOODWARM CHEMICAL LTD., UNNAO""","""UTTAR PRADESH""",NA,NA,NA,NA,NA,NA,7.25,7.68,7.5,633.7,1345,989,1,1,1,3.64,3.9,3.77,1.8,1.8,2,1.8,1.8,2
1739,"""GROUND WATER QUALITY""","""SITE 2, INDUSTRIAL AREA NEAR M/SAMIN SONS, UNNAO,U.P""","""UTTAR PRADESH""",NA,NA,NA,NA,NA,NA,7.04,7.06,7.1,3093,3233,3163,0.6,0.6,0.6,5.5,5.5,5.5,1.8,1.8,2,1.8,5400,2701
1740,"""GROUND WATER QUALITY""","""AT ROADWAYS BUS STATION, UNNAO""","""UTTAR PRADESH""",NA,NA,NA,NA,NA,NA,7.18,7.29,7.2,2570,2639,2605,0.4,1,0.7,0,20.6,10.3,1.8,1.8,2,1.8,3500,1751
1741,"""GROUND WATER QUALITY""","""MAGAWARA INDUSTRIAL AREA NEARM/S JAMJAM TANNERS, UNNAO, U.P""","""UTTAR PRADESH""",NA,NA,NA,NA,NA,NA,7.25,7.59,7.4,661.2,1375,1018,1,1,1,0,25.2,12.6,1.8,1.8,2,1.8,1.8,2
1742,"""GROUND WATER QUALITY""","""CHINHAT INDL AREA IN LUCKNOWNEAR M/S INDIA PESTICIDES LUCKNOW""","""UTTAR PRADESH""",NA,NA,NA,NA,NA,NA,7.54,8.08,7.8,501.1,1055,778,1,1,1,0,9.2,4.6,1.8,1.8,2,1.8,1.8,2
1744,"""GROUND WATER QUALITY""","""JAJMAU INDL AREA No. 6 KANPUR""","""UTTAR PRADESH""",27,27,27,NA,NA,NA,7.8,7.8,7.8,796.4,796.4,796,2.4,2.4,2.4,2.5,3.2,2.85,NA,NA,NA,20,20,20
1745,"""GROUND WATER QUALITY""","""PANKI INDUSTRIAL AREA NEARINDUSTRY OF AMMONIA FERTIZER KANPUR, U.P""","""UTTAR PRADESH""",27,27,27,NA,NA,NA,6.94,6.94,6.9,548.2,548.2,548,0.8,0.8,0.8,34.5,34.5,34.5,NA,NA,NA,NA,NA,NA
1746,"""GROUND WATER QUALITY""","""NAGAR PALIKA TUBE WELL,SULTANPUR, U.P""","""UTTAR PRADESH""",22,23,22.5,NA,NA,NA,7.79,7.81,7.8,819,901,860,NA,NA,NA,8.66,8.66,8.66,NA,NA,NA,NA,NA,NA
1747,"""GROUND WATER QUALITY""","""INDIA MARKA HAND PUMP IN SAROWNIBLOCK AT RAIBAREILLY""","""UTTAR PRADESH""",22,24,23,NA,NA,NA,7.82,7.89,7.9,811,998,905,NA,NA,NA,0.22,0.24,0.23,NA,NA,NA,10,10,10
1751,"""GROUND WATER QUALITY""","""TUBE WELL IN INDUSTRIAL AREA ATGAJRAULA,MORADABAD, U.P""","""UTTAR PRADESH""",26.8,27,26.9,NA,NA,NA,7.4,7.5,7.5,240,248,244,1.6,1.8,1.7,0,0,0,NA,NA,NA,310,340,325
1752,"""GROUND WATER QUALITY""","""SAHIBABAD INDUSTRIAL AREA,GHAZIABAD, U.P""","""UTTAR PRADESH""",20,22,21,NA,NA,NA,7,7.5,7.3,1363,1930,1647,1.8,1.8,1.8,0,0,0,NA,NA,NA,4,4,4
1753,"""GROUND WATER QUALITY""","""MEERUT ROAD INDUSTRIAL AREAGHAZIABAD, U.P""","""UTTAR PRADESH""",20,22,21,NA,NA,NA,6.8,7,6.9,1137,1152,1145,2.2,2.2,2.2,2.7,2.83,2.77,NA,NA,NA,NA,NA,NA
1754,"""GROUND WATER QUALITY""","""HAPUR ROAD INDUSTRIAL AREAGHAZIABAD, U.P""","""UTTAR PRADESH""",20.8,22,21.4,NA,NA,NA,7.2,7.5,7.4,544,544,544,2.4,2.4,2.4,1.25,1.33,1.29,NA,NA,NA,NA,NA,NA
1755,"""GROUND WATER QUALITY""","""PILKHUA INDUSTRIAL AREAGHAZIABAD, U.P""","""UTTAR PRADESH""",20,22,21,NA,NA,NA,7.3,7.5,7.4,810,884,847,3,3,3,0.07,0.08,0.08,NA,NA,NA,NA,NA,NA
1756,"""GROUND WATER QUALITY""","""GOPIGANJ INDUSTRIAL AREABHADOHI, VARANASI, U.P""","""UTTAR PRADESH""",27.2,27.2,27.2,NA,NA,NA,7.2,7.2,7.2,304,304,304,1.8,1.8,1.8,1.71,1.77,1.74,NA,NA,NA,NA,NA,NA
1757,"""GROUND WATER QUALITY""","""MIRZAPUR INDUSTRIAL AREA, U.P""","""UTTAR PRADESH""",26,27.2,26.6,NA,NA,NA,6.57,6.62,6.6,984,1273,1129,0.7,0.8,0.75,0,0,0,NA,NA,NA,NA,NA,NA
